time,pressure1,pressure2,pressure3,temparature1,temparature2,flow meter
14.167,0.9825353418750215,0.18607606500174798,1.0,0.3656526202825023,1.0,-0.11915417547219964
14.218,0.990607355694879,0.13673721820777024,1.0,0.2709057883077459,1.0,-0.08732318685382012
14.269,0.9962033670238373,0.08705659957963972,1.0,0.17345215524576615,1.0,-0.055492198235440604
14.319,0.9993093887479201,0.03715838479076072,1.0,0.07426544558423022,1.0,-0.023661209617061085
14.37,0.9999176574304022,-0.012832706608382477,1.0,-0.025663299860690898,1.0,0.008169779001318433
14.422,0.9980266527163575,-0.06279172292414913,1.0,-0.12533562609656307,1.0,0.04000076761969784
14.473,0.993641101132755,-0.11259379263390255,1.0,-0.223755640186928,1.0,0.07183175623807747
14.524,0.9867719642746025,-0.16211443649978488,1.0,-0.31993996188432605,1.0,0.10366274485645688
14.574,0.9774364114066679,-0.21122987870198415,1.0,-0.4129275492406663,1.0,0.1354937334748365
14.625,0.9656577765492594,-0.25981735621382274,1.0,-0.501789301020694,1.0,0.16732472209321614
14.676,0.951465500155326,-0.30775542564539016,1.0,-0.5856373399744128,1.0,0.19915571071159555
14.727,0.9348950555246578,-0.3549242667887714,1.0,-0.6636338842130738,1.0,0.23098669932997518
14.778,0.9159878601391107,-0.40120598210616565,1.0,-0.734999618048874,1.0,0.2628176879483546
14.828,0.8947911721404717,-0.4464848914123308,1.0,-0.7990214786597013,1.0,0.2946486765667342
14.879,0.8713579722097154,-0.49064782101480153,1.0,-0.8550597807771457,1.0,0.3264796651851136
14.929,0.8457468311428945,-0.5335843865891808,1.0,-0.9025546082102497,1.0,0.35831065380349325
14.98,0.8180217634546513,-0.5751872690824638,1.0,-0.941031408343004,1.0,0.39014164242187266
15.031,0.7882520673752703,-0.6153524829547796,1.0,-0.9701057337072216,1.0,0.4219726310402523
15.081,0.7565121516411921,-0.6539796360890865,1.0,-0.9894870832545573,1.0,0.4538036196586317
15.132,0.7228813495119233,-0.6909721807191811,1.0,-0.9989818049469563,1.0,0.4856346082770113
15.183,0.6874437204782038,-0.7262376547488331,1.0,-0.9984950306638061,1.0,0.5174655968953907
15.234,0.6502878401570575,-0.7596879128588722,1.0,-0.9880316240928376,1.0,0.5492965855137704
15.284,0.6115065788988789,-0.7912393468245807,1.0,-0.9676961321337658,1.0,0.5811275741321498
15.336,0.571196869659923,-0.8208130944927139,1.0,-0.9376917403002256,1.0,0.6129585627505294
15.386,0.5294594657203965,-0.8483352368958114,1.0,-0.8983182425572844,1.0,0.6447895513689088
15.437,0.4863986888537283,-0.8737369830111199,1.0,-0.8499690458792419,1.0,0.6766205399872884
15.488,0.44212216857646613,-0.896954841702325,1.0,-0.7931272394571857,1.0,0.7084515286056678
15.539,0.39674057313053707,-0.9179307804143256,1.0,-0.7283607678314815,1.0,0.7402825172240475
15.59,0.35036733287027794,-0.9366123702243997,1.0,-0.6563167561776644,1.0,0.7721135058424269
15.641,0.3031183567456227,-0.9529529168872056,1.0,-0.5777150444455954,1.0,0.8039444944608065
15.692,0.25511174259009195,-0.9669115775460787,1.0,-0.49334099495663,1.0,0.8357754830791859
15.743,0.20646748193771317,-0.9784534628189018,1.0,-0.40403764532290903,1.0,0.8676064716975656
15.794,0.15730716010667606,-0.9875497240033905,1.0,-0.3106972850942102,1.0,0.899437460315945
15.844,0.10775365229935753,-0.9941776251838246,1.0,-0.21425254029571764,1.0,0.9312684489343246
15.895,0.05793081647830792,-0.9983206000589974,1.0,-0.11566705493706401,1.0,0.963099437552704
15.946,0.007963183785848527,-0.9999682933493406,1.0,-0.015925862599924186,1.0,0.9949304261710836
15.996,-0.042024352718929535,-0.9991165866797302,1.0,0.08397445569192384,-1.0,0.973238585210537
16.047,-0.09190685022777008,-0.9957676088732803,1.0,0.18303572898076265,-1.0,0.9414075965921573
16.098,-0.14155962847520354,-0.9899297306303929,1.0,0.28026816976919344,-1.0,0.9095766079737778
16.149,-0.1908585813742783,-0.9816175436063671,1.0,0.37470026364963,-1.0,0.8777456193553983
16.2,-0.2396804872171451,-0.9708518239398595,1.0,0.465388476355119,-1.0,0.8459146307370188
16.25,-0.28790331666515373,-0.957659480323358,1.0,0.5514266812418447,-1.0,0.8140836421186393
16.301,-0.33540653775864837,-0.9420734867454642,1.0,0.6319552130070282,-1.0,0.7822526535002597
16.351,-0.3820714171840945,-0.9241328000730943,1.0,0.7061694571804652,-1.0,0.7504216648818802
16.402,-0.4277813170455279,-0.9038822626796,1.0,0.7733278895663422,-1.0,0.7185906762635007
16.453,-0.4724219863985507,-0.8813724903621893,1.0,0.8327594853078859,-1.0,0.6867596876451212
16.504,-0.5158818468181915,-0.8566597458287929,1.0,0.8838704235459204,-1.0,0.6549286990267417
16.555,-0.558052271286859,-0.8298057980705955,1.0,0.9261500206806009,-1.0,0.6230977104083621
16.606,-0.5988278557053139,-0.8008777679717273,1.0,0.9591758329531347,-1.0,0.5912667217899826
16.656,-0.638106682348024,-0.7699479605420083,1.0,0.9826178773641765,-1.0,0.5594357331716031
16.707,-0.6757905746044002,-0.7370936841920805,1.0,0.9962419287548808,-1.0,0.5276047445532236
16.758,-0.7117853423691929,-0.7023970575026427,1.0,0.9999118601072645,-1.0,0.4957737559348441
16.808,-0.7460010174687031,-0.6659448039707644,1.0,0.9935910026803725,-1.0,0.46394276731646455
16.859,-0.778352078534361,-0.6278280352463085,1.0,0.9773425123922165,-1.0,0.43211177869808504
16.91,-0.8087576647616093,-0.588142023400257,1.0,0.9513287387867192,-1.0,0.4002807900797055
16.96,-0.8371417780198032,-0.5469859627941493,1.0,0.9158096028907363,-1.0,0.368449801461326
17.011,-0.8634334728079576,-0.5044627221458391,1.0,0.8711400001690751,-1.0,0.3366188128429465
17.062,-0.887567033581552,-0.4606785874112711,1.0,0.8177662545263231,-1.0,0.30478782422456696
17.113,-0.909482139007168,-0.41574299612494536,1.0,0.7562216587859281,-1.0,0.27295683560618744
17.163,-0.9291240127344078,-0.3697682638630741,1.0,0.6871211462045894,-1.0,0.24112584698780792
17.215,-0.9464435603082434,-0.3228693035131343,1.0,0.6111551462624274,-1.0,0.2092948583694284
17.265,-0.9613974918795862,-0.27516333805149445,1.0,0.5290826861198429,-1.0,0.17746386975104889
17.316,-0.9739484304073648,-0.22676960754702208,1.0,0.44172380666903255,-1.0,0.14563288113266937
17.367,-0.9840650050816623,-0.17780907112301075,1.0,0.34995136895646245,-1.0,0.11380189251428985
17.418,-0.9917219297344032,-0.12840410462236604,1.0,0.2546823328438221,-1.0,0.08197090389591033
17.468,-0.9969000660416047,-0.07867819473173035,1.0,0.15686859504819245,-1.0,0.05013991527753081
17.519,-0.9995864713592204,-0.028755630329077075,1.0,0.05748747810470466,-1.0,0.01830892665915129
17.57,-0.9997744310730088,0.021238808173756122,1.0,-0.04246803471717159,-1.0,-0.01352206195922823
17.621,-0.9974634753815731,0.0711801607171124,1.0,-0.14199922097421971,-1.0,-0.04535305057760775
17.672,-0.9926593804706194,0.120943599928587,1.0,-0.24011159795399523,-1.0,-0.07718403919598728
17.723,-0.9853741540755008,0.17040474312644935,1.0,-0.33582485921735605,-1.0,-0.1090150278143668
17.773,-0.9756260054681326,0.21943996321157025,1.0,-0.42818266949635647,-1.0,-0.1408460164327463
17.824,-0.9634392999432955,0.2679266976707858,1.0,-0.5162622200801217,-1.0,-0.17267700505112582
17.876,-0.9488444979180881,0.3157437549193512,1.0,-0.5991834492144473,-1.0,-0.20450799366950537
17.926,-0.9318780787967474,0.36277161721678697,1.0,-0.676117835387937,-1.0,-0.23633898228788489
17.977,-0.9125824497911366,0.40889273939898685,1.0,-0.7462966756450723,-1.0,-0.2681699709062644
18.028,-0.8910058399248002,0.45399184267991133,1.0,-0.8090187662120443,-1.0,-0.3000009595246439
18.078,-0.867202179485523,0.4979562027885171,1.0,-0.8636574086930742,-1.0,-0.3318319481430234
18.129,-0.8412309652276965,0.5406759317207288,1.0,-0.9096666718336256,-1.0,-0.36366293676140293
18.18,-0.8131571116614181,0.5820442524022206,1.0,-0.9465868462850383,-1.0,-0.39549392537978245
18.231,-0.7830507888000235,0.6219577655754938,1.0,-0.974049037868381,-1.0,-0.427324913998162
18.281,-0.7509872467715963,0.6603167082441709,1.0,-0.9917788534431466,-1.0,-0.45915590261654154
18.333,-0.7170466277328376,0.6970252030285313,1.0,-0.9995991425528098,-1.0,-0.49098689123492106
18.383,-0.6813137655554116,0.731991497809029,1.0,-0.9974317674536307,-1.0,-0.5228178798533005
18.434,-0.6438779737854469,0.7651281950588067,1.0,-0.9852983838411613,-1.0,-0.55464886847168
18.485,-0.6048328224061851,0.7963524702919984,1.0,-0.9633202244736941,-1.0,-0.5864798570900596
18.536,-0.5642759039617525,0.8255862790818093,1.0,-0.9317168878546153,-1.0,-0.6183108457084391
18.586,-0.5223085896266255,0.8527565521309382,1.0,-0.8908041440767483,-1.0,-0.6501418343268186
18.637,-0.47903577583048695,0.8777953779067668,1.0,-0.840990779751967,-1.0,-0.6819728229451981
18.688,-0.4345656220717815,0.9006401723848241,1.0,-0.7827745135504952,-1.0,-0.7138038115635776
18.739,-0.3890092805752976,0.9212338354762537,1.0,-0.7167370231604792,-1.0,-0.7456348001819572
18.79,-0.3424806184694924,0.9395248937482997,1.0,-0.6435381333568037,-1.0,-0.7774657888003367
18.84,-0.2950959331779716,0.955467629081081,1.0,-0.5639092232500512,-1.0,-0.8092967774187162
18.891,-0.24697366173649696,0.9690221929390814,1.0,-0.4786459185881904,-1.0,-0.8411277660370957
18.942,-0.19823408476207768,0.9801547059717366,1.0,-0.38860014212710114,-1.0,-0.8729587546554753
18.993,-0.14899902581406882,0.9888373426941655,1.0,-0.2946716015000064,-1.0,-0.9047897432738549
19.044,-0.09939154689871738,0.9950484010363918,1.0,-0.19779879963620456,-1.0,-0.9366207318922344
19.094,-0.04953564087823613,0.9987723565872167,1.0,-0.09894965755002794,-1.0,-0.9684517205106139
19.145,0.0004440784467776417,0.9999999013971617,1.0,0.0008881568059804928,1.0,-0.9997172908710066
19.196,0.05042268780694605,0.9987279672434948,1.0,0.10071709699276916,1.0,-0.9678863022526271
19.246,0.10027526670722528,0.9949597332991897,1.0,0.19953970523905196,1.0,-0.9360553136342475
19.297,0.14987720966308582,0.988704618186649,1.0,0.29636857870964317,1.0,-0.904224325015868
19.348,0.1991045376493305,0.979978256436053,1.0,0.39023623530819473,1.0,-0.8723933363974885
19.399,0.2478342079830906,0.9688024594071767,1.0,0.48020478043849585,1.0,-0.840562347779109
19.45,0.2959444218664534,0.9552051607723498,1.0,0.5653752781372514,1.0,-0.8087313591607295
19.5,0.3433149288200255,0.9392203466968232,1.0,0.6448967329450791,1.0,-0.77690037054235
19.551,0.38982732724650615,0.9208879708910555,1.0,0.7179745927718371,1.0,-0.7450693819239704
19.602,0.43536536037301793,0.9002538547472442,1.0,0.783878687798465,1.0,-0.713238393305591
19.653,0.4798152068324938,0.877369572809709,1.0,0.8419505260924545,1.0,-0.6814074046872114
19.704,0.5230657651578176,0.85229232386539,1.0,0.8916098730415694,1.0,-0.6495764160688319
19.754,0.5650089314776312,0.8250847879766693,1.0,0.9323605488662917,1.0,-0.6177454274504524
19.805,0.6055398697197141,0.795814969813858,1.0,0.9637953862841635,1.0,-0.5859144388320728
19.856,0.6445572736465656,0.7645560286789362,1.0,0.9856002987906811,1.0,-0.5540834502136933
19.906,0.6819636200682395,0.7313860956453998,1.0,0.997557418907825,1.0,-0.5222524615953138
19.958,0.7176654125995305,0.6963880782712651,1.0,0.9995472750438832,1.0,-0.4904214729769343
20.008,0.7515734153522444,0.6596494533733525,1.0,0.9915499852141032,1.0,-0.45859048435855476
20.059,0.7836028759784459,0.6212620483808008,1.0,0.9736454556949117,1.0,-0.42675949574017524
20.11,0.8136737375071901,0.5813218118143172,1.0,0.9460125826268136,1.0,-0.3949285071217957
20.16,0.8417108384452571,0.5399285734648449,1.0,0.9089274645432923,1.0,-0.3630975185034162
20.211,0.8676441006417416,0.49718579487107584,1.0,0.862760643685528,1.0,-0.3312665298850367
20.262,0.8914087044469342,0.4532003107194855,1.0,0.8079734036668093,1.0,-0.29943554126665717
